"ID","Title","Assigned To","Case ID","Comment","Defects","Elapsed","Forecast","In Progress","Plan","Plan ID","Priority","References","Run","Run Configuration","Run ID","Section","Section Depth","Section Description","Status","Tested By","Tested On","Type"
"T97401099","Verify the Alarm Display for Various Scenarios","","C34375303","Samsung Galaxy A73 (Android 13)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Player: 
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)
","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","Alarm","2","Spec: https://sonosinc.atlassian.net/wiki/spaces/PDUX/pages/125908555/System+Settings#Alarms","Passed","Trang Nguyen.","4/4/2025 3:27 AM","Unassigned"
"T97401100","Verify can edit the alarm","","C34375304","Samsung Galaxy A73 (Android 13)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Player: 
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)
","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","Alarm","2","Spec: https://sonosinc.atlassian.net/wiki/spaces/PDUX/pages/125908555/System+Settings#Alarms","Passed","Trang Nguyen.","4/4/2025 3:27 AM","Unassigned"
"T97401101","Delete an Alarm fuctionally","","C34375305","Samsung Galaxy A73 (Android 13)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Player: 
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)
","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","Alarm","2","Spec: https://sonosinc.atlassian.net/wiki/spaces/PDUX/pages/125908555/System+Settings#Alarms","Passed","Trang Nguyen.","4/4/2025 3:24 AM","Unassigned"
"T97401102","The function of the Back button on the Edit and Create Alarm screens","","C34375306","Samsung Galaxy A73 (Android 13)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Player: 
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)

","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","Alarm","2","Spec: https://sonosinc.atlassian.net/wiki/spaces/PDUX/pages/125908555/System+Settings#Alarms","Passed","Trang Nguyen.","4/4/2025 3:36 AM","Unassigned"
"T97401103","Music Picker functionality","","C34375307","Samsung Galaxy A73 (Android 13)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Player: 
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)

","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","Alarm","2","Spec: https://sonosinc.atlassian.net/wiki/spaces/PDUX/pages/125908555/System+Settings#Alarms","Passed","Trang Nguyen.","4/4/2025 3:36 AM","Unassigned"
"T97401111","Alarms Shuffle Music option only available on appropriate music selections","","C34375740","Samsung Galaxy A73 (Android 13)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Player: 
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)
","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","Alarm","2","Spec: https://sonosinc.atlassian.net/wiki/spaces/PDUX/pages/125908555/System+Settings#Alarms","Passed","Trang Nguyen.","4/4/2025 3:23 AM","Unassigned"
"T97401112","Repeat Menu functionality","","C34375741","Samsung Galaxy A73 (Android 13)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Player: 
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)
","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","Alarm","2","Spec: https://sonosinc.atlassian.net/wiki/spaces/PDUX/pages/125908555/System+Settings#Alarms","Passed","Trang Nguyen.","4/4/2025 3:26 AM","Unassigned"
"T97401113","Alarm volume ramp-up functionality","","C34375742","Samsung Galaxy A73 (Android 13)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Player: 
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)
","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","Alarm","2","Spec: https://sonosinc.atlassian.net/wiki/spaces/PDUX/pages/125908555/System+Settings#Alarms","Passed","Trang Nguyen.","4/4/2025 3:10 AM","Unassigned"
"T97401114","Alarm Duration functionality","","C34375744","Device: Pixel 7 (Android 13)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players: 
84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)
84.1-63110-v16.7-2025_Player_2-GA-1","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","Alarm","2","Spec: https://sonosinc.atlassian.net/wiki/spaces/PDUX/pages/125908555/System+Settings#Alarms","Passed","Vu Nguyen","4/4/2025 8:50 AM","Unassigned"
"T97401115","Snooze duration functionality","","C34375745","Device: Pixel 7 (Android 13)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players: 
84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)
84.1-63110-v16.7-2025_Player_2-GA-1","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","PMA-17839, PMA-17840","RC Regression Pass","Android - Phone","R134519","Alarm","2","Spec: https://sonosinc.atlassian.net/wiki/spaces/PDUX/pages/125908555/System+Settings#Alarms","Passed","Vu Nguyen","4/4/2025 8:58 AM","Unassigned"
"T97401123","Create a new alarm with Group Room","","C34375812","Samsung Galaxy A73 (Android 13)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Player: 
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)
","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","Alarm","2","Spec: https://sonosinc.atlassian.net/wiki/spaces/PDUX/pages/125908555/System+Settings#Alarms","Passed","Trang Nguyen.","4/4/2025 3:13 AM","Unassigned"
"T97401124","Create a new alarm - Sonos Favorites","","C34375813","Samsung Galaxy A73 (Android 13)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Player: 
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)
","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","Alarm","2","Spec: https://sonosinc.atlassian.net/wiki/spaces/PDUX/pages/125908555/System+Settings#Alarms","Passed","Trang Nguyen.","4/4/2025 3:20 AM","Unassigned"
"T97401125","Create a new alarm - Sonos Chime","","C34375814","PMA-20170: [Android] Remove Hard-coded Transport Controls for Chime

Samsung Galaxy A73 (Android 13)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Player: 
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)
","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","Alarm","2","Spec: https://sonosinc.atlassian.net/wiki/spaces/PDUX/pages/125908555/System+Settings#Alarms","Passed","Trang Nguyen.","4/4/2025 3:10 AM","Unassigned"
"T97401126","Stop Alarm","","C34375815","Samsung Galaxy A73 (Android 13)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Player: 
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)
","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","Alarm","2","Spec: https://sonosinc.atlassian.net/wiki/spaces/PDUX/pages/125908555/System+Settings#Alarms","Passed","Trang Nguyen.","4/4/2025 3:10 AM","Unassigned"
"T97401127","Users can set up alarms using songs from any account associated with a service","","C34375816","Samsung Galaxy S23 (Android 14)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players:
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","Alarm","2","Spec: https://sonosinc.atlassian.net/wiki/spaces/PDUX/pages/125908555/System+Settings#Alarms","Passed","Anh Dang","4/4/2025 9:56 AM","Unassigned"
"T97401128","Alarms playback after music service has been removed","","C34375817","Device: Pixel 7 (Android 13)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players: 
84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)
84.1-63110-v16.7-2025_Player_2-GA-1","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","Alarm","2","Spec: https://sonosinc.atlassian.net/wiki/spaces/PDUX/pages/125908555/System+Settings#Alarms","Passed","Vu Nguyen","4/4/2025 9:25 AM","Unassigned"
"T97401129","Alarms synced between controllers","","C34375818","PMA-19322: [Android] The Room and Music of Alarms do not sync immediately between controllers

Samsung Galaxy A73 (Android 13)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Player: 
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)

","PMA-19322","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","Alarm","2","Spec: https://sonosinc.atlassian.net/wiki/spaces/PDUX/pages/125908555/System+Settings#Alarms","Failed","Trang Nguyen.","4/4/2025 4:27 AM","Unassigned"
"T97401145","Alarm Toggle Functionality","","C34375875","Samsung Galaxy A73 (Android 13)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Player: 
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)
","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","Alarm","2","Spec: https://sonosinc.atlassian.net/wiki/spaces/PDUX/pages/125908555/System+Settings#Alarms","Passed","Trang Nguyen.","4/4/2025 3:25 AM","Unassigned"
"T97405670","Snooze alarm shows when alarm is triggered","","C35192476","Samsung Galaxy S23 (Android 14)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players:
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","Snooze Alarm","3","","Passed","Anh Dang","4/4/2025 10:07 AM","Unassigned"
"T97405671","'Snooze' function on snooze alarm will pause and resume notification","","C35192477","Samsung Galaxy S23 (Android 14)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players:
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","Snooze Alarm","3","","Passed","Anh Dang","4/4/2025 10:07 AM","Unassigned"
"T97405672","'Stop' function on snooze alarm will pause notification","","C35192478","Samsung Galaxy S23 (Android 14)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players:
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","Snooze Alarm","3","","Passed","Anh Dang","4/4/2025 10:07 AM","Unassigned"
"T97405673","'Keep listening' function on snooze alarm will continues alarm","","C35192479","Samsung Galaxy S23 (Android 14)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players:
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","Snooze Alarm","3","","Passed","Anh Dang","4/4/2025 10:07 AM","Unassigned"
"T97405674","Snooze alarm doesn't show when not signed in","","C35192480","Samsung Galaxy S23 (Android 14)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players:
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","Snooze Alarm","3","","Passed","Anh Dang","4/4/2025 10:07 AM","Unassigned"
"T97405675","Snooze alarm shows on both platform when alarm triggered","","C35192481","Samsung Galaxy S23 (Android 14)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players:
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","Snooze Alarm","3","","Passed","Anh Dang","4/4/2025 10:07 AM","Unassigned"
"T97405676","'Stop' function on snooze alarm will pause notification on both platforms","","C35192482","Samsung Galaxy S23 (Android 14)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players:
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","Snooze Alarm","3","","Passed","Anh Dang","4/4/2025 10:07 AM","Unassigned"
"T97405677","'Snooze' function on snooze alarm will pause and resume notification on both platforms","","C35192483","Samsung Galaxy S23 (Android 14)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players:
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","Snooze Alarm","3","","Passed","Anh Dang","4/4/2025 10:07 AM","Unassigned"
"T97405678","'Keep listening' function on snooze alarm will continues alarm on both platforms","","C35192484","Samsung Galaxy S23 (Android 14)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players:
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","Snooze Alarm","3","","Passed","Anh Dang","4/4/2025 10:07 AM","Unassigned"
"T97405679","Snooze alarm appear over the following screen","","C35192485","Samsung Galaxy S23 (Android 14)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players:
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","Snooze Alarm","3","","Passed","Anh Dang","4/4/2025 10:19 AM","Unassigned"
"T97405680","Message on snooze alarm shows correctly with design","","C35192486","Samsung Galaxy S23 (Android 14)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players:
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","Snooze Alarm","3","","Passed","Anh Dang","4/4/2025 10:07 AM","Unassigned"
"T97405681","Snooze alarm still show after killing app and re-opening","","C35192487","Samsung Galaxy S23 (Android 14)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players:
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","Snooze Alarm","3","","Passed","Anh Dang","4/4/2025 10:07 AM","Unassigned"
"T97401095","Time Zone selection functionality","","C34372821","Samsung Galaxy A73 (Android 13)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Player: 
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)
","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","Date & Time","2","Spec: https://sonosinc.atlassian.net/wiki/spaces/PDUX/pages/125908555/System+Settings#Date-&-Time","Passed","Trang Nguyen.","4/4/2025 4:04 AM","Unassigned"
"T97401096","Daylight Savings functionality","","C34372822","PMA-19646: [Android] [Date & Time] """"Adjust for Daylight Savings"""" has no function

Samsung Galaxy A73 (Android 13)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Player: 
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)

","PMA-19646","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","Date & Time","2","Spec: https://sonosinc.atlassian.net/wiki/spaces/PDUX/pages/125908555/System+Settings#Date-&-Time","Failed","Trang Nguyen.","4/4/2025 4:04 AM","Unassigned"
"T97401151","Verify Music Library Setup Screen when it has no Shared Folder","","C34376902","Samsung Galaxy S23 (Android 14)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players:
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","Music Library","2","Spec: https://sonosinc.atlassian.net/wiki/spaces/PDUX/pages/125908555/System+Settings#Music-Library","Passed","Anh Dang","4/4/2025 6:59 AM","Unassigned"
"T97401152","Verify Music Library Setup Screen when it have Shared Folder","Anh Dang","C34376903","Music Service setting on DCR is disabled on the build under test","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","Music Library","2","Spec: https://sonosinc.atlassian.net/wiki/spaces/PDUX/pages/125908555/System+Settings#Music-Library","Not Applicable","Anh Dang","4/4/2025 6:59 AM","Unassigned"
"T97401153","Remove and Re-Add a Shared Folder Path functionality","","C34376904","Samsung Galaxy S23 (Android 14)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players:
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","Music Library","2","Spec: https://sonosinc.atlassian.net/wiki/spaces/PDUX/pages/125908555/System+Settings#Music-Library","Passed","Anh Dang","4/4/2025 6:59 AM","Unassigned"
"T97401173","Verify the Voice Assistants screen when no assistants are present","","C34381202","Samsung Galaxy A73 (Android 13)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Player: 
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)
","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","1 - High","","RC Regression Pass","Android - Phone","R134519","Voice Assistants","2","Spec: https://sonosinc.atlassian.net/wiki/spaces/PDUX/pages/125908555/System+Settings#Voice-Assistants","Passed","Trang Nguyen.","4/4/2025 2:41 AM","Unassigned"
"T97401174","Verify the Voice Assistants screen when having assistants","","C34381203","Samsung Galaxy A73 (Android 13)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Player: 
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)
","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","1 - High","","RC Regression Pass","Android - Phone","R134519","Voice Assistants","2","Spec: https://sonosinc.atlassian.net/wiki/spaces/PDUX/pages/125908555/System+Settings#Voice-Assistants","Passed","Trang Nguyen.","4/4/2025 2:41 AM","Unassigned"
"T97401175","Setup SVC on voice enabled device","","C34381231","Samsung Galaxy A73 (Android 13)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Player: 
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)
","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","1 - High","","RC Regression Pass","Android - Phone","R134519","Sonos Voice Control","3","","Passed","Trang Nguyen.","4/4/2025 2:43 AM","Unassigned"
"T97401176","Setup SVC on voice enabled device via """"Add to another product"""" button on SVC screen","","C34381232","Samsung Galaxy A73 (Android 13)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Player: 
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)
","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","1 - High","","RC Regression Pass","Android - Phone","R134519","Sonos Voice Control","3","","Passed","Trang Nguyen.","4/4/2025 2:43 AM","Unassigned"
"T97401177","Add to Another Product button does not exist when no voice capable sets exist in the household","","C34381233","PMA-17322: [Android] [Voice Assistants] Add to Another Product button still shows and enable when no voice capable sets exist in the household

Samsung Galaxy A73 (Android 13)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Player: 
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)

","PMA-17322","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","1 - High","","RC Regression Pass","Android - Phone","R134519","Sonos Voice Control","3","","Failed","Trang Nguyen.","4/4/2025 2:45 AM","Unassigned"
"T97401178","Setup SVC Default Service settings using compatible service","","C34381234","Samsung Galaxy A73 (Android 13)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Player: 
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)
","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","1 - High","","RC Regression Pass","Android - Phone","R134519","Sonos Voice Control","3","","Passed","Trang Nguyen.","4/4/2025 2:46 AM","Unassigned"
"T97401179","Setup SVC Default Service settings - uncompatible service","","C34381235","Samsung Galaxy A73 (Android 13)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Player: 
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)
","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","1 - High","","RC Regression Pass","Android - Phone","R134519","Sonos Voice Control","3","","Passed","Trang Nguyen.","4/4/2025 2:46 AM","Unassigned"
"T97401180","Remove SVC from a room","","C34381236","PMA-18686: [iOS][Android] [Voice Assistants] User is still on the Sonos Voice Control/Google Assistant/Amazon Alexa page after removing the last product from a room

Samsung Galaxy A73 (Android 13)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Player: 
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)

","PMA-18686","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","1 - High","","RC Regression Pass","Android - Phone","R134519","Sonos Voice Control","3","","Failed","Trang Nguyen.","4/4/2025 2:51 AM","Unassigned"
"T97401181","Data Collection Toggle","","C34381237","Not applicable on the release build","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","1 - High","","RC Regression Pass","Android - Phone","R134519","Sonos Voice Control","3","","Not Applicable","Trang Nguyen.","4/4/2025 2:47 AM","Unassigned"
"T97401182","Voice Language on SVC","","C34381238","Samsung Galaxy A73 (Android 13)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Player: 
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)
","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","1 - High","","RC Regression Pass","Android - Phone","R134519","Sonos Voice Control","3","","Passed","Trang Nguyen.","4/4/2025 2:48 AM","Unassigned"
"T97401183","Verify display of Multiple Products in the Set with Sonos Voice Control availability","","C34381239","PMA-16136: [Android] [Voice Assistant] The player name shows instead of room name

Samsung Galaxy A73 (Android 13)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Player: 
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)

","PMA-16136","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","1 - High","","RC Regression Pass","Android - Phone","R134519","Sonos Voice Control","3","","Failed","Trang Nguyen.","4/4/2025 2:51 AM","Unassigned"
"T97401184","Setup Google Assistant on voice enabled device","","C34381240","Samsung Galaxy A73 (Android 13)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Player: 
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)
","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","1 - High","","RC Regression Pass","Android - Phone","R134519","Google Assistant","3","","Passed","Trang Nguyen.","4/4/2025 2:28 AM","Unassigned"
"T97401185","Setup Google Assistant on voice enabled device via """"Add to another product"""" button on Google Assistant screen","","C34381241","Samsung Galaxy A73 (Android 13)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Player: 
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)
","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","1 - High","","RC Regression Pass","Android - Phone","R134519","Google Assistant","3","","Passed","Trang Nguyen.","4/4/2025 2:28 AM","Unassigned"
