"ID","Title","Assigned To","Case ID","Comment","Defects","Elapsed","Forecast","In Progress","Plan","Plan ID","Priority","References","Run","Run Configuration","Run ID","Section","Section Depth","Section Description","Status","Tested By","Tested On","Type"
"T97400995","Get to the Container View from Service Home","","C33834826","Device: Pixel 7 (Android 13)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players: 
84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)
84.1-63110-v16.7-2025_Player_2-GA-1","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","1 - High","","RC Regression Pass","Android - Phone","R134519","Container View","2","We will continue to honor partner-configured container views","Passed","Vu Nguyen","4/4/2025 6:40 AM","Functional"
"T97400996","Get to the Container View from container folders “>” button","","C33834828","Device: Pixel 7 (Android 13)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players: 
84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)
84.1-63110-v16.7-2025_Player_2-GA-1","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","1 - High","","RC Regression Pass","Android - Phone","R134519","Container View","2","We will continue to honor partner-configured container views","Passed","Vu Nguyen","4/4/2025 6:43 AM","Functional"
"T97400997","Container View page has a header","","C33834870","Device: Pixel 7 (Android 13)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players: 
84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)
84.1-63110-v16.7-2025_Player_2-GA-1","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","1 - High","","RC Regression Pass","Android - Phone","R134519","Container View","2","We will continue to honor partner-configured container views","Passed","Vu Nguyen","4/4/2025 6:44 AM","Functional"
"T97400998","On the Container View page the name of the container is displayed","","C33834871","Device: Pixel 7 (Android 13)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players: 
84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)
84.1-63110-v16.7-2025_Player_2-GA-1","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","1 - High","","RC Regression Pass","Android - Phone","R134519","Container View","2","We will continue to honor partner-configured container views","Passed","Vu Nguyen","4/4/2025 6:47 AM","Functional"
"T97400999","Containers are presented in the format specified by partners","","C33834872","Device: Pixel 7 (Android 13)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players: 
84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)
84.1-63110-v16.7-2025_Player_2-GA-1","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","1 - High","","RC Regression Pass","Android - Phone","R134519","Container View","2","We will continue to honor partner-configured container views","Passed","Vu Nguyen","4/4/2025 6:49 AM","Functional"
"T97401026","'View All' Grid -should display 'Explicit' content Badging","","C33839535","Device: Pixel 7 (Android 13)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players: 
84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)
84.1-63110-v16.7-2025_Player_2-GA-1","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","1 - High","","RC Regression Pass","Android - Phone","R134519","Container View","2","We will continue to honor partner-configured container views","Passed","Vu Nguyen","4/4/2025 6:50 AM","Functional"
"T97401000","Various Hero View content types are browsable","","C33834873","Device: Pixel 7 (Android 13)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players: 
84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)
84.1-63110-v16.7-2025_Player_2-GA-1","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","1 - High","","RC Regression Pass","Android - Phone","R134519","Content Hero View","2","Content Hero Views provide more information about an individual piece of content and/or the nested content within it","Passed","Vu Nguyen","4/4/2025 7:02 AM","Functional"
"T97401271","Can play content from Content Hero View","","C34528380","Device: Pixel 7 (Android 13)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players: 
84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)
84.1-63110-v16.7-2025_Player_2-GA-1","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","1 - High","","RC Regression Pass","Android - Phone","R134519","Content Hero View","2","Content Hero Views provide more information about an individual piece of content and/or the nested content within it","Passed","Vu Nguyen","4/4/2025 7:05 AM","Functional"
"T97401001","Various content types display the Hero View presentation","","C33834874","Device: Pixel 7 (Android 13)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players: 
84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)
84.1-63110-v16.7-2025_Player_2-GA-1","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","1 - High","","RC Regression Pass","Android - Phone","R134519","Content Hero View","2","Content Hero Views provide more information about an individual piece of content and/or the nested content within it","Passed","Vu Nguyen","4/4/2025 7:12 AM","Functional"
"T97401002","Content header contains a Content image hero asset","","C33834875","Device: Pixel 7 (Android 13)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players: 
84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)
84.1-63110-v16.7-2025_Player_2-GA-1","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","1 - High","","RC Regression Pass","Android - Phone","R134519","Content Hero View","2","Content Hero Views provide more information about an individual piece of content and/or the nested content within it","Passed","Vu Nguyen","4/4/2025 7:12 AM","Functional"
"T97401003","Content header contains a Content title","","C33834876","Device: Pixel 7 (Android 13)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players: 
84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)
84.1-63110-v16.7-2025_Player_2-GA-1","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","1 - High","","RC Regression Pass","Android - Phone","R134519","Content Hero View","2","Content Hero Views provide more information about an individual piece of content and/or the nested content within it","Passed","Vu Nguyen","4/4/2025 7:13 AM","Functional"
"T97401004","Content header Header description","","C33834878","Bypassed with minor bug PMA-19319 Android] Hero View Content Header Description doesn't show """"More"""" link for full description

Device: Pixel 7 (Android 13)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players: 
84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)
84.1-63110-v16.7-2025_Player_2-GA-1
","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","1 - High","","RC Regression Pass","Android - Phone","R134519","Content Hero View","2","Content Hero Views provide more information about an individual piece of content and/or the nested content within it","Passed","Vu Nguyen","4/4/2025 7:20 AM","Functional"
"T97401005","Different Header content actions are displayed based on content type","","C33834879","Device: Pixel 7 (Android 13)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players: 
84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)
84.1-63110-v16.7-2025_Player_2-GA-1
","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","1 - High","","RC Regression Pass","Android - Phone","R134519","Content Hero View","2","Content Hero Views provide more information about an individual piece of content and/or the nested content within it","Passed","Vu Nguyen","4/4/2025 7:30 AM","Functional"
"T97401006","Different Header metadata based on the content type is displayed","","C33834880","Device: Pixel 7 (Android 13)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players: 
84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)
84.1-63110-v16.7-2025_Player_2-GA-1
","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","1 - High","","RC Regression Pass","Android - Phone","R134519","Content Hero View","2","Content Hero Views provide more information about an individual piece of content and/or the nested content within it","Passed","Vu Nguyen","4/4/2025 7:31 AM","Functional"
"T97401007","Different Content Detail based on content type is displayed","","C33834881","Device: Pixel 7 (Android 13)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players: 
84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)
84.1-63110-v16.7-2025_Player_2-GA-1
","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","1 - High","","RC Regression Pass","Android - Phone","R134519","Content Hero View","2","Content Hero Views provide more information about an individual piece of content and/or the nested content within it","Passed","Vu Nguyen","4/4/2025 7:35 AM","Functional"
"T97401009","List Item should display 'Histogram' icon for content that is being played","","C33838627","Device: Pixel 7 (Android 13)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players: 
84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)
84.1-63110-v16.7-2025_Player_2-GA-1
","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","1 - High","","RC Regression Pass","Android - Phone","R134519","Content Hero View","2","Content Hero Views provide more information about an individual piece of content and/or the nested content within it","Passed","Vu Nguyen","4/4/2025 7:37 AM","Functional"
"T97401010","List Item should display 'Explicit' content badging","","C33838628","Device: Pixel 7 (Android 13)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players: 
84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)
84.1-63110-v16.7-2025_Player_2-GA-1
","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","1 - High","","RC Regression Pass","Android - Phone","R134519","Content Hero View","2","Content Hero Views provide more information about an individual piece of content and/or the nested content within it","Passed","Vu Nguyen","4/4/2025 7:40 AM","Functional"
"T97401028","Display the local music library home in list view","","C33841500","Device: Pixel 7 (Android 13)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players: 
84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)
84.1-63110-v16.7-2025_Player_2-GA-1
","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","Local Music Library","3","The local library can be installed on Sonos and can be browsed into using the Passport app.

https://docs.google.com/document/d/1SV6opg6l1HSW0dr_cdvrPujqKGPRDNhvvdujH9ojhDQ/edit

https://www.figma.com/file/0FoziKvR6OwsLqoExNNOCZ/Passport-Browse-Spec?type=design&node-id=4765-347137&mode=design&t=jzdQnEXsWbKo9aFs-0","Passed","Vu Nguyen","4/4/2025 7:41 AM","Unassigned"
"T97401029","Display the selection in this order with the icon on the left : Artist, Albums, Composers, Genres, Songs, Imported Playlists, Folders","","C33841501","Device: Pixel 7 (Android 13)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players: 
84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)
84.1-63110-v16.7-2025_Player_2-GA-1
","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","Local Music Library","3","The local library can be installed on Sonos and can be browsed into using the Passport app.

https://docs.google.com/document/d/1SV6opg6l1HSW0dr_cdvrPujqKGPRDNhvvdujH9ojhDQ/edit

https://www.figma.com/file/0FoziKvR6OwsLqoExNNOCZ/Passport-Browse-Spec?type=design&node-id=4765-347137&mode=design&t=jzdQnEXsWbKo9aFs-0","Passed","Vu Nguyen","4/4/2025 7:41 AM","Unassigned"
"T97401030","Tapping on 'Artists' opens up container in list view","","C33841502","Device: Pixel 7 (Android 13)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players: 
84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)
84.1-63110-v16.7-2025_Player_2-GA-1
","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","Local Music Library","3","The local library can be installed on Sonos and can be browsed into using the Passport app.

https://docs.google.com/document/d/1SV6opg6l1HSW0dr_cdvrPujqKGPRDNhvvdujH9ojhDQ/edit

https://www.figma.com/file/0FoziKvR6OwsLqoExNNOCZ/Passport-Browse-Spec?type=design&node-id=4765-347137&mode=design&t=jzdQnEXsWbKo9aFs-0","Passed","Vu Nguyen","4/4/2025 7:50 AM","Unassigned"
"T97401031","Tapping on 'Albums' opens up container in list view","","C33841503","Device: Pixel 7 (Android 13)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players: 
84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)
84.1-63110-v16.7-2025_Player_2-GA-1
","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","Local Music Library","3","The local library can be installed on Sonos and can be browsed into using the Passport app.

https://docs.google.com/document/d/1SV6opg6l1HSW0dr_cdvrPujqKGPRDNhvvdujH9ojhDQ/edit

https://www.figma.com/file/0FoziKvR6OwsLqoExNNOCZ/Passport-Browse-Spec?type=design&node-id=4765-347137&mode=design&t=jzdQnEXsWbKo9aFs-0","Passed","Vu Nguyen","4/4/2025 7:51 AM","Unassigned"
"T97401032","Tapping on 'Composers' opens up container in list view","","C33841504","Device: Pixel 7 (Android 13)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players: 
84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)
84.1-63110-v16.7-2025_Player_2-GA-1
","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","Local Music Library","3","The local library can be installed on Sonos and can be browsed into using the Passport app.

https://docs.google.com/document/d/1SV6opg6l1HSW0dr_cdvrPujqKGPRDNhvvdujH9ojhDQ/edit

https://www.figma.com/file/0FoziKvR6OwsLqoExNNOCZ/Passport-Browse-Spec?type=design&node-id=4765-347137&mode=design&t=jzdQnEXsWbKo9aFs-0","Passed","Vu Nguyen","4/4/2025 7:55 AM","Unassigned"
"T97401033","Tapping on 'Songs' opens up 'Playlist' HeroView","","C33841632","Device: Pixel 7 (Android 13)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players: 
84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)
84.1-63110-v16.7-2025_Player_2-GA-1
","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","Local Music Library","3","The local library can be installed on Sonos and can be browsed into using the Passport app.

https://docs.google.com/document/d/1SV6opg6l1HSW0dr_cdvrPujqKGPRDNhvvdujH9ojhDQ/edit

https://www.figma.com/file/0FoziKvR6OwsLqoExNNOCZ/Passport-Browse-Spec?type=design&node-id=4765-347137&mode=design&t=jzdQnEXsWbKo9aFs-0","Passed","Vu Nguyen","4/4/2025 7:55 AM","Unassigned"
"T97401034","Tapping on 'Genres' opens up container in list view","","C33841633","Device: Pixel 7 (Android 13)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players: 
84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)
84.1-63110-v16.7-2025_Player_2-GA-1
","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","Local Music Library","3","The local library can be installed on Sonos and can be browsed into using the Passport app.

https://docs.google.com/document/d/1SV6opg6l1HSW0dr_cdvrPujqKGPRDNhvvdujH9ojhDQ/edit

https://www.figma.com/file/0FoziKvR6OwsLqoExNNOCZ/Passport-Browse-Spec?type=design&node-id=4765-347137&mode=design&t=jzdQnEXsWbKo9aFs-0","Passed","Vu Nguyen","4/4/2025 7:56 AM","Unassigned"
"T97401035","Tapping on 'Imported Playlists' opens up container in list view","","C33841634","Device: Pixel 7 (Android 13)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players: 
84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)
84.1-63110-v16.7-2025_Player_2-GA-1
","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","Local Music Library","3","The local library can be installed on Sonos and can be browsed into using the Passport app.

https://docs.google.com/document/d/1SV6opg6l1HSW0dr_cdvrPujqKGPRDNhvvdujH9ojhDQ/edit

https://www.figma.com/file/0FoziKvR6OwsLqoExNNOCZ/Passport-Browse-Spec?type=design&node-id=4765-347137&mode=design&t=jzdQnEXsWbKo9aFs-0","Passed","Vu Nguyen","4/4/2025 7:57 AM","Unassigned"
"T97401036","Tapping on 'Folders' opens up container in list view","","C33841635","Device: Pixel 7 (Android 13)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players: 
84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)
84.1-63110-v16.7-2025_Player_2-GA-1
","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","Local Music Library","3","The local library can be installed on Sonos and can be browsed into using the Passport app.

https://docs.google.com/document/d/1SV6opg6l1HSW0dr_cdvrPujqKGPRDNhvvdujH9ojhDQ/edit

https://www.figma.com/file/0FoziKvR6OwsLqoExNNOCZ/Passport-Browse-Spec?type=design&node-id=4765-347137&mode=design&t=jzdQnEXsWbKo9aFs-0","Passed","Vu Nguyen","4/4/2025 7:57 AM","Unassigned"
"T97401037","Local Library option will only show up for the HH's with local music (Music Library)","","C33904026","Device: Pixel 7 (Android 13)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players: 
84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)
84.1-63110-v16.7-2025_Player_2-GA-1
","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","1 - High","","RC Regression Pass","Android - Phone","R134519","Local Music Library","3","The local library can be installed on Sonos and can be browsed into using the Passport app.

https://docs.google.com/document/d/1SV6opg6l1HSW0dr_cdvrPujqKGPRDNhvvdujH9ojhDQ/edit

https://www.figma.com/file/0FoziKvR6OwsLqoExNNOCZ/Passport-Browse-Spec?type=design&node-id=4765-347137&mode=design&t=jzdQnEXsWbKo9aFs-0","Passed","Vu Nguyen","4/4/2025 7:58 AM","Functional"
"T97401038","Display the HH's available input Line-In source in list view","","C33904027","Device: Pixel 7 (Android 13)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players: 
84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)
84.1-63110-v16.7-2025_Player_2-GA-1
","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","Line-In","3","","Passed","Vu Nguyen","4/4/2025 7:58 AM","Unassigned"
"T97401039","Line-In option will only show up for the HH with Line-In capable products","","C33904028","Device: Pixel 7 (Android 13)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players: 
84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)
84.1-63110-v16.7-2025_Player_2-GA-1
","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","Line-In","3","","Passed","Vu Nguyen","4/4/2025 8:05 AM","Unassigned"
"T97401130","Play an Album from Content Hero View","","C34375845","The Unlimited Amazon Music account is blocked. The Album and Playlist aren't shown on the Prime account. Waiting for the Partner...","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","Amazon Music","3","","Blocked","Anh Dang","4/4/2025 4:47 AM","Unassigned"
"T97401131","Play a Playlist from Content Hero View","","C34375846","The Unlimited Amazon Music account is blocked. The Album and Playlist aren't shown on the Prime account. Waiting for the Partner...","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","Amazon Music","3","","Blocked","Anh Dang","4/4/2025 4:47 AM","Unassigned"
"T97401132","Play a Station from Content Hero View","","C34375847","Samsung Galaxy S23 (Android 14)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players:
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","Amazon Music","3","","Passed","Anh Dang","4/4/2025 4:36 AM","Unassigned"
"T97401133","Play an Artist from Content Hero View","","C34375848","Samsung Galaxy S23 (Android 14)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players:
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","Amazon Music","3","","Passed","Anh Dang","4/4/2025 4:36 AM","Unassigned"
"T97401134","Play content from Recently Played","","C34375849","PMA-19142: Something went wrong message when playing Apple Music stations from Recently Played

Samsung Galaxy S23 (Android 14)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players:
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)
","PMA-19142","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","Amazon Music","3","","Failed","Anh Dang","4/4/2025 4:39 AM","Unassigned"
"T97401156","Display the Service icon and Service name on the left","","C34380402","Samsung Galaxy S23 (Android 14)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players:
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","Service Home - Amazon Music","4","Test cases to directly Test Amazon Music (Root Browse Service Home)","Passed","Anh Dang","4/4/2025 4:50 AM","Functional"
"T97401157","For multiple accounts, CTA dropdown for Account selection","","C34380403","Samsung Galaxy S23 (Android 14)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players:
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","Service Home - Amazon Music","4","Test cases to directly Test Amazon Music (Root Browse Service Home)","Passed","Anh Dang","4/4/2025 4:50 AM","Functional"
"T97401158","SMAPI Service Home layout List-View","","C34380404","Samsung Galaxy S23 (Android 14)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players:
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","Service Home - Amazon Music","4","Test cases to directly Test Amazon Music (Root Browse Service Home)","Passed","Anh Dang","4/4/2025 4:50 AM","Functional"
"T97401159","Playlists","","C34380405","The Unlimited Amazon Music account is blocked. The Album and Playlist aren't shown on the Prime account. Waiting for the Partner...","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","Service Home - Amazon Music","4","Test cases to directly Test Amazon Music (Root Browse Service Home)","Blocked","Anh Dang","4/4/2025 4:50 AM","Functional"
"T97401160","Stations","","C34380406","Samsung Galaxy S23 (Android 14)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players:
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","Service Home - Amazon Music","4","Test cases to directly Test Amazon Music (Root Browse Service Home)","Passed","Anh Dang","4/4/2025 4:50 AM","Functional"
"T97401161","Charts","","C34380407","Samsung Galaxy S23 (Android 14)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players:
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","Service Home - Amazon Music","4","Test cases to directly Test Amazon Music (Root Browse Service Home)","Passed","Anh Dang","4/4/2025 4:50 AM","Functional"
"T97401162","Recommended","","C34380408","Samsung Galaxy S23 (Android 14)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players:
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","Service Home - Amazon Music","4","Test cases to directly Test Amazon Music (Root Browse Service Home)","Passed","Anh Dang","4/4/2025 4:50 AM","Functional"
"T97401163","New","","C34380409","Samsung Galaxy S23 (Android 14)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players:
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","Service Home - Amazon Music","4","Test cases to directly Test Amazon Music (Root Browse Service Home)","Passed","Anh Dang","4/4/2025 4:50 AM","Functional"
"T97401164","My Music","","C34380410","Samsung Galaxy S23 (Android 14)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players:
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","Service Home - Amazon Music","4","Test cases to directly Test Amazon Music (Root Browse Service Home)","Passed","Anh Dang","4/4/2025 4:50 AM","Functional"
"T97401118","Play an Album from Content Hero View","","C34375805","Samsung Galaxy S23 (Android 14)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players:
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","Apple Music","3","","Passed","Anh Dang","4/4/2025 5:08 AM","Unassigned"
"T97401119","Play a Playlist from Content Hero View","","C34375806","Samsung Galaxy S23 (Android 14)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players:
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","Apple Music","3","","Passed","Anh Dang","4/4/2025 5:08 AM","Unassigned"
"T97401120","Play a Station from Content Hero View","","C34375807","Samsung Galaxy S23 (Android 14)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players:
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","Apple Music","3","","Passed","Anh Dang","4/4/2025 5:08 AM","Unassigned"
"T97401121","Play an Artist from Content Hero View","","C34375808","Samsung Galaxy S23 (Android 14)
CR: 80.18.24 - 2025 App 2 RC - release (android)
Players:
- 84.1-63110-v16.7-2025_Player_2-GA-1
- 84.1-63251-v16.7-2025_Player_2-SP-1 (2025 Player 2 SP)","","","","","2025 Sprint 7 - R2.1 - RC Regression Test Plan","R134518","2 - Medium","","RC Regression Pass","Android - Phone","R134519","Apple Music","3","","Passed","Anh Dang","4/4/2025 5:08 AM","Unassigned"
